tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-02-12,DKI4 (Lubang Buaya),33,65,40,12,19,5,65,PM25,SEDANG
2021-02-13,DKI4 (Lubang Buaya),43,62,40,11,25,9,62,PM25,SEDANG
2021-02-14,DKI4 (Lubang Buaya),34,57,39,11,26,9,57,PM25,SEDANG
2021-02-15,DKI4 (Lubang Buaya),42,66,40,11,25,12,66,PM25,SEDANG
2021-02-16,DKI4 (Lubang Buaya),43,63,40,11,23,13,63,PM25,SEDANG
2021-02-17,DKI4 (Lubang Buaya),38,66,40,22,21,15,66,PM25,SEDANG
2021-02-18,DKI4 (Lubang Buaya),37,60,41,10,22,11,60,PM25,SEDANG
2021-02-19,DKI4 (Lubang Buaya),25,51,39,16,20,13,51,PM25,SEDANG
2021-02-20,DKI4 (Lubang Buaya),33,63,39,12,24,12,63,PM25,SEDANG
2021-02-21,DKI4 (Lubang Buaya),21,50,39,10,23,10,50,PM25,BAIK
2021-02-22,DKI4 (Lubang Buaya),59,95,40,21,25,12,95,PM25,SEDANG
2021-02-23,DKI4 (Lubang Buaya),51,83,40,16,24,11,83,PM25,SEDANG
2021-02-24,DKI4 (Lubang Buaya),42,61,39,9,13,6,61,PM25,SEDANG
2021-02-25,DKI4 (Lubang Buaya),16,45,39,9,19,4,45,PM25,BAIK
2021-02-26,DKI4 (Lubang Buaya),48,75,39,11,23,13,75,PM25,SEDANG
2021-02-27,DKI4 (Lubang Buaya),59,94,40,13,30,12,94,PM25,SEDANG
2021-02-28,DKI4 (Lubang Buaya),68,113,39,18,24,14,113,PM25,TIDAK SEHAT
2021-02-01,DKI5 (Kebon Jeruk) Jakarta Barat,70,126,29,26,15,34,126,PM25,TIDAK SEHAT
2021-02-02,DKI5 (Kebon Jeruk) Jakarta Barat,---,55,28,9,14,25,55,PM25,SEDANG
2021-02-03,DKI5 (Kebon Jeruk) Jakarta Barat,23,40,27,5,16,10,40,PM25,BAIK
2021-02-04,DKI5 (Kebon Jeruk) Jakarta Barat,32,59,28,9,14,17,59,PM25,SEDANG
2021-02-05,DKI5 (Kebon Jeruk) Jakarta Barat,---,48,28,8,14,35,48,PM25,BAIK
2021-02-06,DKI5 (Kebon Jeruk) Jakarta Barat,---,34,21,4,24,6,34,PM25,BAIK
2021-02-07,DKI5 (Kebon Jeruk) Jakarta Barat,---,29,22,5,20,7,29,PM25,BAIK
2021-02-08,DKI5 (Kebon Jeruk) Jakarta Barat,---,41,23,6,17,11,41,PM25,BAIK
2021-02-09,DKI5 (Kebon Jeruk) Jakarta Barat,---,57,31,9,15,21,57,PM25,SEDANG
2021-02-10,DKI5 (Kebon Jeruk) Jakarta Barat,31,52,27,7,13,11,52,PM25,SEDANG
2021-02-11,DKI5 (Kebon Jeruk) Jakarta Barat,23,50,36,6,10,13,50,PM25,BAIK
2021-02-12,DKI5 (Kebon Jeruk) Jakarta Barat,35,65,38,11,11,42,65,PM25,SEDANG
2021-02-13,DKI5 (Kebon Jeruk) Jakarta Barat,27,55,27,5,20,8,55,PM25,SEDANG
2021-02-14,DKI5 (Kebon Jeruk) Jakarta Barat,36,61,24,9,20,11,61,PM25,SEDANG
2021-02-15,DKI5 (Kebon Jeruk) Jakarta Barat,32,56,24,10,18,17,56,PM25,SEDANG
2021-02-16,DKI5 (Kebon Jeruk) Jakarta Barat,24,35,21,7,22,9,35,PM25,BAIK
2021-02-17,DKI5 (Kebon Jeruk) Jakarta Barat,44,71,33,25,14,37,71,PM25,SEDANG
2021-02-18,DKI5 (Kebon Jeruk) Jakarta Barat,38,60,41,8,17,17,60,PM25,SEDANG
2021-02-19,DKI5 (Kebon Jeruk) Jakarta Barat,27,52,24,16,14,33,52,PM25,SEDANG
2021-02-20,DKI5 (Kebon Jeruk) Jakarta Barat,32,52,22,10,21,15,52,PM25,SEDANG
2021-02-21,DKI5 (Kebon Jeruk) Jakarta Barat,29,52,22,8,18,12,52,PM25,SEDANG
2021-02-22,DKI5 (Kebon Jeruk) Jakarta Barat,56,92,25,20,16,40,92,PM25,SEDANG
2021-02-23,DKI5 (Kebon Jeruk) Jakarta Barat,49,77,28,8,21,12,77,PM25,SEDANG
2021-02-24,DKI5 (Kebon Jeruk) Jakarta Barat,24,40,28,4,11,7,40,PM25,BAIK
2021-02-25,DKI5 (Kebon Jeruk) Jakarta Barat,28,52,31,7,13,23,52,PM25,SEDANG
2021-02-26,DKI5 (Kebon Jeruk) Jakarta Barat,24,49,21,7,22,18,49,PM25,BAIK
2021-02-27,DKI5 (Kebon Jeruk) Jakarta Barat,39,64,27,10,25,24,64,PM25,SEDANG
2021-02-28,DKI5 (Kebon Jeruk) Jakarta Barat,50,77,22,9,22,13,77,PM25,SEDANG
