tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-11-02,DKI3 (Jagakarsa),50,63,51,16,18,18,63,PM25,SEDANG
2021-11-03,DKI3 (Jagakarsa),40,62,51,13,37,18,62,PM25,SEDANG
2021-11-04,DKI3 (Jagakarsa),52,74,52,16,36,19,74,PM25,SEDANG
2021-11-05,DKI3 (Jagakarsa),52,71,52,17,22,19,71,PM25,SEDANG
2021-11-06,DKI3 (Jagakarsa),55,75,52,13,42,20,75,PM25,SEDANG
2021-11-07,DKI3 (Jagakarsa),44,61,51,10,24,16,61,PM25,SEDANG
2021-11-08,DKI3 (Jagakarsa),33,52,52,17,25,16,52,PM25,SEDANG
2021-11-09,DKI3 (Jagakarsa),67,95,51,21,---,24,95,PM25,SEDANG
2021-11-10,DKI3 (Jagakarsa),51,62,51,8,14,11,62,PM25,SEDANG
2021-11-11,DKI3 (Jagakarsa),47,61,51,12,12,14,61,PM25,SEDANG
2021-11-12,DKI3 (Jagakarsa),44,61,47,10,30,12,61,PM25,SEDANG
2021-11-13,DKI3 (Jagakarsa),43,65,47,13,40,18,65,PM25,SEDANG
2021-11-14,DKI3 (Jagakarsa),40,56,47,11,---,11,56,PM25,SEDANG
2021-11-15,DKI3 (Jagakarsa),29,53,47,8,---,10,53,PM25,SEDANG
2021-11-16,DKI3 (Jagakarsa),53,82,47,11,24,11,82,PM25,SEDANG
2021-11-17,DKI3 (Jagakarsa),47,66,49,9,28,11,66,PM25,SEDANG
2021-11-18,DKI3 (Jagakarsa),55,71,43,9,---,18,71,PM25,SEDANG
2021-11-19,DKI3 (Jagakarsa),20,28,41,3,28,5,41,SO2,BAIK
2021-11-20,DKI3 (Jagakarsa),37,53,43,6,31,8,53,PM25,SEDANG
2021-11-21,DKI3 (Jagakarsa),52,76,41,14,29,13,76,PM25,SEDANG
2021-11-22,DKI3 (Jagakarsa),29,41,42,4,27,6,42,SO2,BAIK
2021-11-23,DKI3 (Jagakarsa),24,30,41,3,29,4,41,SO2,BAIK
2021-11-24,DKI3 (Jagakarsa),35,55,42,5,34,7,55,PM25,SEDANG
2021-11-25,DKI3 (Jagakarsa),63,83,42,12,27,11,83,PM25,SEDANG
2021-11-26,DKI3 (Jagakarsa),51,71,41,17,---,10,71,PM25,SEDANG
2021-11-27,DKI3 (Jagakarsa),31,41,41,8,---,13,41,PM25,BAIK
2021-11-28,DKI3 (Jagakarsa),16,25,41,4,34,6,41,SO2,BAIK
2021-11-29,DKI3 (Jagakarsa),29,30,42,7,19,8,42,SO2,BAIK
2021-11-30,DKI3 (Jagakarsa),46,31,43,10,35,11,46,PM10,BAIK
2021-11-01,DKI4 (Lubang Buaya),---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-11-02,DKI4 (Lubang Buaya),54,77,40,18,47,22,77,PM25,SEDANG
2021-11-03,DKI4 (Lubang Buaya),51,83,42,12,73,17,83,PM25,SEDANG
2021-11-04,DKI4 (Lubang Buaya),58,93,43,17,27,24,93,PM25,SEDANG
2021-11-05,DKI4 (Lubang Buaya),61,95,43,16,14,20,95,PM25,SEDANG
2021-11-06,DKI4 (Lubang Buaya),55,86,44,11,26,29,86,PM25,SEDANG
2021-11-07,DKI4 (Lubang Buaya),52,81,44,9,35,17,81,PM25,SEDANG
2021-11-08,DKI4 (Lubang Buaya),52,70,44,14,26,16,70,PM25,SEDANG
2021-11-09,DKI4 (Lubang Buaya),64,106,43,15,31,19,106,PM25,TIDAK SEHAT
2021-11-10,DKI4 (Lubang Buaya),61,100,37,11,20,19,100,PM25,SEDANG
2021-11-11,DKI4 (Lubang Buaya),45,71,37,10,13,14,71,PM25,SEDANG
2021-11-12,DKI4 (Lubang Buaya),32,63,37,7,19,14,63,PM25,SEDANG
2021-11-13,DKI4 (Lubang Buaya),52,82,38,14,30,17,82,PM25,SEDANG
2021-11-14,DKI4 (Lubang Buaya),48,68,36,13,24,14,68,PM25,SEDANG
2021-11-15,DKI4 (Lubang Buaya),36,58,36,7,16,11,58,PM25,SEDANG
2021-11-16,DKI4 (Lubang Buaya),42,68,36,10,15,14,68,PM25,SEDANG
2021-11-17,DKI4 (Lubang Buaya),60,99,39,10,19,14,99,PM25,SEDANG
2021-11-18,DKI4 (Lubang Buaya),63,106,41,9,27,18,106,PM25,TIDAK SEHAT
2021-11-19,DKI4 (Lubang Buaya),23,38,36,3,17,8,38,PM25,BAIK
2021-11-20,DKI4 (Lubang Buaya),26,58,38,6,21,13,58,PM25,SEDANG
2021-11-21,DKI4 (Lubang Buaya),44,65,37,19,13,14,65,PM25,SEDANG
2021-11-22,DKI4 (Lubang Buaya),23,45,37,4,14,9,45,PM25,BAIK
2021-11-23,DKI4 (Lubang Buaya),17,37,36,3,15,7,37,PM25,BAIK
2021-11-24,DKI4 (Lubang Buaya),27,59,37,5,26,12,59,PM25,SEDANG
2021-11-25,DKI4 (Lubang Buaya),54,80,38,11,24,18,80,PM25,SEDANG
2021-11-26,DKI4 (Lubang Buaya),58,78,38,14,17,13,78,PM25,SEDANG
2021-11-27,DKI4 (Lubang Buaya),37,56,37,8,13,12,56,PM25,SEDANG
2021-11-28,DKI4 (Lubang Buaya),18,33,37,4,18,10,37,SO2,BAIK
2021-11-29,DKI4 (Lubang Buaya),29,55,37,8,17,11,55,PM25,SEDANG
2021-11-30,DKI4 (Lubang Buaya),39,66,38,8,24,15,66,PM25,SEDANG
2021-11-01,DKI5 (Kebon Jeruk) Jakarta Barat,59,91,---,17,22,27,91,PM25,SEDANG
2021-11-02,DKI5 (Kebon Jeruk) Jakarta Barat,51,72,---,14,13,22,72,PM25,SEDANG
2021-11-03,DKI5 (Kebon Jeruk) Jakarta Barat,44,69,---,12,21,24,69,PM25,SEDANG
2021-11-04,DKI5 (Kebon Jeruk) Jakarta Barat,57,87,---,13,31,22,87,PM25,SEDANG
2021-11-05,DKI5 (Kebon Jeruk) Jakarta Barat,57,87,---,23,16,38,87,PM25,SEDANG
2021-11-06,DKI5 (Kebon Jeruk) Jakarta Barat,57,81,---,11,24,20,81,PM25,SEDANG
2021-11-07,DKI5 (Kebon Jeruk) Jakarta Barat,35,59,---,6,22,8,59,PM25,SEDANG
2021-11-08,DKI5 (Kebon Jeruk) Jakarta Barat,35,61,---,20,13,41,61,PM25,SEDANG
2021-11-09,DKI5 (Kebon Jeruk) Jakarta Barat,57,86,---,16,19,30,86,PM25,SEDANG
2021-11-10,DKI5 (Kebon Jeruk) Jakarta Barat,40,65,---,8,17,18,65,PM25,SEDANG
2021-11-11,DKI5 (Kebon Jeruk) Jakarta Barat,42,62,---,8,10,32,62,PM25,SEDANG
2021-11-12,DKI5 (Kebon Jeruk) Jakarta Barat,37,57,---,5,15,15,57,PM25,SEDANG
2021-11-13,DKI5 (Kebon Jeruk) Jakarta Barat,46,75,---,14,29,40,75,PM25,SEDANG
2021-11-14,DKI5 (Kebon Jeruk) Jakarta Barat,50,63,---,12,19,34,63,PM25,SEDANG
2021-11-15,DKI5 (Kebon Jeruk) Jakarta Barat,19,39,---,3,14,10,39,PM25,BAIK
2021-11-16,DKI5 (Kebon Jeruk) Jakarta Barat,26,49,---,3,13,10,49,PM25,BAIK
2021-11-17,DKI5 (Kebon Jeruk) Jakarta Barat,52,77,19,10,14,35,77,PM25,SEDANG
2021-11-18,DKI5 (Kebon Jeruk) Jakarta Barat,52,74,24,10,20,35,74,PM25,SEDANG
2021-11-19,DKI5 (Kebon Jeruk) Jakarta Barat,23,34,13,2,15,7,34,PM25,BAIK
2021-11-20,DKI5 (Kebon Jeruk) Jakarta Barat,28,50,17,4,16,17,50,PM25,BAIK
2021-11-21,DKI5 (Kebon Jeruk) Jakarta Barat,46,62,15,17,14,44,62,PM25,SEDANG
2021-11-22,DKI5 (Kebon Jeruk) Jakarta Barat,22,38,15,3,14,10,38,PM25,BAIK
2021-11-23,DKI5 (Kebon Jeruk) Jakarta Barat,15,34,15,2,13,6,34,PM25,BAIK
2021-11-24,DKI5 (Kebon Jeruk) Jakarta Barat,22,43,13,3,13,8,43,PM25,BAIK
2021-11-25,DKI5 (Kebon Jeruk) Jakarta Barat,43,67,19,6,14,16,67,PM25,SEDANG
2021-11-26,DKI5 (Kebon Jeruk) Jakarta Barat,32,59,16,7,15,20,59,PM25,SEDANG
2021-11-27,DKI5 (Kebon Jeruk) Jakarta Barat,22,36,13,7,18,22,36,PM25,BAIK
2021-11-28,DKI5 (Kebon Jeruk) Jakarta Barat,18,26,12,2,16,8,26,PM25,BAIK
2021-11-29,DKI5 (Kebon Jeruk) Jakarta Barat,15,34,13,3,13,9,34,PM25,BAIK
2021-11-30,DKI5 (Kebon Jeruk) Jakarta Barat,23,52,15,4,21,10,52,PM25,SEDANG
