tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-12-28,DKI2 (Kelapa Gading),53,68,38,16,34,33,68,PM25,SEDANG
2021-12-29,DKI2 (Kelapa Gading),28,---,32,12,37,29,37,O3,BAIK
2021-12-30,DKI2 (Kelapa Gading),47,64,38,13,38,35,64,PM25,SEDANG
2021-12-31,DKI2 (Kelapa Gading),61,85,33,23,37,44,85,PM25,SEDANG
2021-12-01,DKI3 (Jagakarsa),53,70,43,12,32,15,70,PM25,SEDANG
2021-12-02,DKI3 (Jagakarsa),35,55,42,7,29,9,55,PM25,SEDANG
2021-12-03,DKI3 (Jagakarsa),54,67,43,9,32,11,67,PM25,SEDANG
2021-12-04,DKI3 (Jagakarsa),50,65,45,10,26,13,65,PM25,SEDANG
2021-12-05,DKI3 (Jagakarsa),51,66,43,15,27,12,66,PM25,SEDANG
2021-12-06,DKI3 (Jagakarsa),62,91,47,17,42,18,91,PM25,SEDANG
2021-12-07,DKI3 (Jagakarsa),20,28,44,7,32,10,44,SO2,BAIK
2021-12-08,DKI3 (Jagakarsa),39,62,45,17,45,13,62,PM25,SEDANG
2021-12-09,DKI3 (Jagakarsa),46,60,46,11,51,16,60,PM25,SEDANG
2021-12-10,DKI3 (Jagakarsa),51,65,47,12,---,15,65,PM25,SEDANG
2021-12-11,DKI3 (Jagakarsa),38,55,45,8,47,12,55,PM25,SEDANG
2021-12-12,DKI3 (Jagakarsa),48,63,43,13,---,13,63,PM25,SEDANG
2021-12-13,DKI3 (Jagakarsa),53,68,44,11,23,10,68,PM25,SEDANG
2021-12-14,DKI3 (Jagakarsa),40,---,44,7,37,11,44,SO2,BAIK
2021-12-15,DKI3 (Jagakarsa),54,80,43,16,---,16,80,PM25,SEDANG
2021-12-16,DKI3 (Jagakarsa),47,68,43,11,---,15,68,PM25,SEDANG
2021-12-17,DKI3 (Jagakarsa),39,59,43,13,---,16,59,PM25,SEDANG
2021-12-18,DKI3 (Jagakarsa),35,58,35,10,33,12,58,PM25,SEDANG
2021-12-19,DKI3 (Jagakarsa),57,90,34,20,48,23,90,PM25,SEDANG
2021-12-20,DKI3 (Jagakarsa),54,74,34,13,43,15,74,PM25,SEDANG
2021-12-21,DKI3 (Jagakarsa),49,72,34,14,39,18,72,PM25,SEDANG
2021-12-22,DKI3 (Jagakarsa),56,82,34,21,44,24,82,PM25,SEDANG
2021-12-23,DKI3 (Jagakarsa),56,78,34,12,44,17,78,PM25,SEDANG
2021-12-24,DKI3 (Jagakarsa),33,53,34,9,31,10,53,PM25,SEDANG
2021-12-25,DKI3 (Jagakarsa),54,77,33,18,31,13,77,PM25,SEDANG
2021-12-26,DKI3 (Jagakarsa),39,59,33,14,36,12,59,PM25,SEDANG
2021-12-27,DKI3 (Jagakarsa),75,116,35,23,38,21,116,PM25,TIDAK SEHAT
2021-12-28,DKI3 (Jagakarsa),51,74,---,13,17,18,74,PM25,SEDANG
2021-12-29,DKI3 (Jagakarsa),47,54,21,12,20,9,54,PM25,SEDANG
2021-12-30,DKI3 (Jagakarsa),60,53,21,15,19,13,60,PM10,SEDANG
2021-12-31,DKI3 (Jagakarsa),64,52,21,44,17,---,64,PM10,SEDANG
2021-12-01,DKI4 (Lubang Buaya),63,100,39,12,19,23,100,PM25,SEDANG
2021-12-02,DKI4 (Lubang Buaya),33,56,38,5,18,13,56,PM25,SEDANG
2021-12-03,DKI4 (Lubang Buaya),41,71,39,7,23,15,71,PM25,SEDANG
2021-12-04,DKI4 (Lubang Buaya),42,62,39,8,14,15,62,PM25,SEDANG
2021-12-05,DKI4 (Lubang Buaya),53,80,39,17,13,15,80,PM25,SEDANG
2021-12-06,DKI4 (Lubang Buaya),52,83,41,20,23,19,83,PM25,SEDANG
2021-12-07,DKI4 (Lubang Buaya),179,58,39,9,17,15,179,PM10,TIDAK SEHAT
2021-12-08,DKI4 (Lubang Buaya),47,76,40,14,25,14,76,PM25,SEDANG
2021-12-09,DKI4 (Lubang Buaya),38,63,40,9,28,19,63,PM25,SEDANG
2021-12-10,DKI4 (Lubang Buaya),45,73,42,10,24,19,73,PM25,SEDANG
2021-12-11,DKI4 (Lubang Buaya),32,60,39,7,22,17,60,PM25,SEDANG
2021-12-12,DKI4 (Lubang Buaya),---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-12-13,DKI4 (Lubang Buaya),---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-12-14,DKI4 (Lubang Buaya),50,76,40,7,28,14,76,PM25,SEDANG
2021-12-15,DKI4 (Lubang Buaya),69,124,40,15,29,23,124,PM25,TIDAK SEHAT
2021-12-16,DKI4 (Lubang Buaya),78,136,41,14,32,18,136,PM25,TIDAK SEHAT
2021-12-17,DKI4 (Lubang Buaya),55,81,39,13,34,17,81,PM25,SEDANG
2021-12-18,DKI4 (Lubang Buaya),---,69,42,13,24,17,69,PM25,SEDANG
2021-12-19,DKI4 (Lubang Buaya),64,102,41,21,40,22,102,PM25,TIDAK SEHAT
2021-12-20,DKI4 (Lubang Buaya),57,86,42,10,30,16,86,PM25,SEDANG
2021-12-21,DKI4 (Lubang Buaya),62,---,42,17,13,27,62,PM10,SEDANG
2021-12-22,DKI4 (Lubang Buaya),62,98,27,22,---,34,98,PM25,SEDANG
2021-12-23,DKI4 (Lubang Buaya),62,99,26,13,---,26,99,PM25,SEDANG
2021-12-24,DKI4 (Lubang Buaya),34,65,---,---,---,---,65,PM25,SEDANG
2021-12-25,DKI4 (Lubang Buaya),56,85,15,23,---,---,85,PM25,SEDANG
2021-12-26,DKI4 (Lubang Buaya),44,71,13,14,---,8,71,PM25,SEDANG
2021-12-27,DKI4 (Lubang Buaya),68,121,17,21,---,12,121,PM25,TIDAK SEHAT
2021-12-28,DKI4 (Lubang Buaya),59,89,38,15,---,22,89,PM25,SEDANG
2021-12-29,DKI4 (Lubang Buaya),61,98,37,15,---,19,98,PM25,SEDANG
2021-12-30,DKI4 (Lubang Buaya),60,102,38,17,---,21,102,PM25,TIDAK SEHAT
2021-12-31,DKI4 (Lubang Buaya),58,90,36,21,---,22,90,PM25,SEDANG
2021-12-01,DKI5 (Kebon Jeruk) Jakarta Barat,50,71,18,8,19,18,71,PM25,SEDANG
2021-12-02,DKI5 (Kebon Jeruk) Jakarta Barat,22,42,14,2,19,5,42,PM25,BAIK
2021-12-03,DKI5 (Kebon Jeruk) Jakarta Barat,30,54,16,3,18,9,54,PM25,SEDANG
2021-12-04,DKI5 (Kebon Jeruk) Jakarta Barat,34,54,27,5,14,15,54,PM25,SEDANG
2021-12-05,DKI5 (Kebon Jeruk) Jakarta Barat,51,71,30,12,12,29,71,PM25,SEDANG
2021-12-06,DKI5 (Kebon Jeruk) Jakarta Barat,61,85,36,23,18,57,85,PM25,SEDANG
2021-12-07,DKI5 (Kebon Jeruk) Jakarta Barat,25,44,22,5,15,21,44,PM25,BAIK
2021-12-08,DKI5 (Kebon Jeruk) Jakarta Barat,44,66,17,13,23,30,66,PM25,SEDANG
2021-12-09,DKI5 (Kebon Jeruk) Jakarta Barat,30,50,20,5,31,15,50,PM25,BAIK
2021-12-10,DKI5 (Kebon Jeruk) Jakarta Barat,48,63,32,8,28,30,63,PM25,SEDANG
2021-12-11,DKI5 (Kebon Jeruk) Jakarta Barat,32,54,21,5,31,15,54,PM25,SEDANG
2021-12-12,DKI5 (Kebon Jeruk) Jakarta Barat,39,60,16,13,20,34,60,PM25,SEDANG
2021-12-13,DKI5 (Kebon Jeruk) Jakarta Barat,22,45,20,3,16,14,45,PM25,BAIK
2021-12-14,DKI5 (Kebon Jeruk) Jakarta Barat,36,56,33,3,21,21,56,PM25,SEDANG
2021-12-15,DKI5 (Kebon Jeruk) Jakarta Barat,51,67,32,5,31,28,67,PM25,SEDANG
2021-12-16,DKI5 (Kebon Jeruk) Jakarta Barat,56,82,23,11,34,36,82,PM25,SEDANG
2021-12-17,DKI5 (Kebon Jeruk) Jakarta Barat,52,73,26,8,28,35,73,PM25,SEDANG
2021-12-18,DKI5 (Kebon Jeruk) Jakarta Barat,45,63,18,8,22,32,63,PM25,SEDANG
2021-12-19,DKI5 (Kebon Jeruk) Jakarta Barat,54,84,19,18,35,45,84,PM25,SEDANG
2021-12-20,DKI5 (Kebon Jeruk) Jakarta Barat,48,65,20,6,22,16,65,PM25,SEDANG
2021-12-21,DKI5 (Kebon Jeruk) Jakarta Barat,47,73,20,15,31,49,73,PM25,SEDANG
2021-12-22,DKI5 (Kebon Jeruk) Jakarta Barat,62,90,19,24,29,65,90,PM25,SEDANG
2021-12-23,DKI5 (Kebon Jeruk) Jakarta Barat,59,88,24,16,23,44,88,PM25,SEDANG
2021-12-24,DKI5 (Kebon Jeruk) Jakarta Barat,32,59,25,9,19,52,59,PM25,SEDANG
2021-12-25,DKI5 (Kebon Jeruk) Jakarta Barat,55,81,34,17,15,62,81,PM25,SEDANG
2021-12-26,DKI5 (Kebon Jeruk) Jakarta Barat,32,57,27,9,20,34,57,PM25,SEDANG
2021-12-27,DKI5 (Kebon Jeruk) Jakarta Barat,54,76,36,14,21,47,76,PM25,SEDANG
2021-12-28,DKI5 (Kebon Jeruk) Jakarta Barat,44,68,20,11,21,33,68,PM25,SEDANG
2021-12-29,DKI5 (Kebon Jeruk) Jakarta Barat,34,54,28,8,25,29,54,PM25,SEDANG
2021-12-30,DKI5 (Kebon Jeruk) Jakarta Barat,53,75,25,15,23,44,75,PM25,SEDANG
2021-12-31,DKI5 (Kebon Jeruk) Jakarta Barat,60,87,28,19,30,53,87,PM25,SEDANG
