tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-10-12,DKI5 (Kebon Jeruk) Jakarta Barat,57,81,---,12,31,23,81,PM25,SEDANG
2021-10-13,DKI5 (Kebon Jeruk) Jakarta Barat,47,69,---,7,30,13,69,PM25,SEDANG
2021-10-14,DKI5 (Kebon Jeruk) Jakarta Barat,58,91,---,10,35,14,91,PM25,SEDANG
2021-10-15,DKI5 (Kebon Jeruk) Jakarta Barat,70,107,---,11,39,16,107,PM25,TIDAK SEHAT
2021-10-16,DKI5 (Kebon Jeruk) Jakarta Barat,68,112,---,14,32,17,112,PM25,TIDAK SEHAT
2021-10-17,DKI5 (Kebon Jeruk) Jakarta Barat,62,100,---,11,48,10,100,PM25,SEDANG
2021-10-18,DKI5 (Kebon Jeruk) Jakarta Barat,52,73,---,11,19,15,73,PM25,SEDANG
2021-10-19,DKI5 (Kebon Jeruk) Jakarta Barat,50,81,---,16,13,35,81,PM25,SEDANG
2021-10-20,DKI5 (Kebon Jeruk) Jakarta Barat,42,68,---,11,22,23,68,PM25,SEDANG
2021-10-21,DKI5 (Kebon Jeruk) Jakarta Barat,42,70,---,7,34,14,70,PM25,SEDANG
2021-10-22,DKI5 (Kebon Jeruk) Jakarta Barat,60,95,---,15,24,26,95,PM25,SEDANG
2021-10-23,DKI5 (Kebon Jeruk) Jakarta Barat,52,80,---,10,29,16,80,PM25,SEDANG
2021-10-24,DKI5 (Kebon Jeruk) Jakarta Barat,60,93,---,12,35,14,93,PM25,SEDANG
2021-10-25,DKI5 (Kebon Jeruk) Jakarta Barat,64,101,---,13,36,14,101,PM25,TIDAK SEHAT
2021-10-26,DKI5 (Kebon Jeruk) Jakarta Barat,58,92,---,16,29,24,92,PM25,SEDANG
2021-10-27,DKI5 (Kebon Jeruk) Jakarta Barat,53,76,---,11,32,17,76,PM25,SEDANG
2021-10-28,DKI5 (Kebon Jeruk) Jakarta Barat,51,77,---,16,29,27,77,PM25,SEDANG
2021-10-29,DKI5 (Kebon Jeruk) Jakarta Barat,50,70,---,18,23,33,70,PM25,SEDANG
2021-10-30,DKI5 (Kebon Jeruk) Jakarta Barat,50,74,---,12,30,24,74,PM25,SEDANG
2021-10-31,DKI5 (Kebon Jeruk) Jakarta Barat,49,74,---,10,31,13,74,PM25,SEDANG
