tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-04-26,DKI4 (Lubang Buaya),64,117,37,11,22,14,117,PM25,TIDAK SEHAT
2021-04-27,DKI4 (Lubang Buaya),75,138,38,11,27,13,138,PM25,TIDAK SEHAT
2021-04-28,DKI4 (Lubang Buaya),55,94,37,9,28,17,94,PM25,SEDANG
2021-04-29,DKI4 (Lubang Buaya),51,78,37,12,23,19,78,PM25,SEDANG
2021-04-30,DKI4 (Lubang Buaya),57,85,36,---,26,17,85,PM25,SEDANG
2021-04-01,DKI5 (Kebon Jeruk) Jakarta Barat,15,34,24,3,16,4,34,PM25,BAIK
2021-04-02,DKI5 (Kebon Jeruk) Jakarta Barat,35,58,38,7,19,16,58,PM25,SEDANG
2021-04-03,DKI5 (Kebon Jeruk) Jakarta Barat,21,47,20,6,22,12,47,PM25,BAIK
2021-04-04,DKI5 (Kebon Jeruk) Jakarta Barat,62,102,20,30,19,37,102,PM25,TIDAK SEHAT
2021-04-05,DKI5 (Kebon Jeruk) Jakarta Barat,47,76,24,12,22,28,76,PM25,SEDANG
2021-04-06,DKI5 (Kebon Jeruk) Jakarta Barat,30,54,31,4,18,6,54,PM25,SEDANG
2021-04-07,DKI5 (Kebon Jeruk) Jakarta Barat,25,42,30,4,17,6,42,PM25,BAIK
2021-04-08,DKI5 (Kebon Jeruk) Jakarta Barat,32,55,51,5,14,12,55,PM25,SEDANG
2021-04-09,DKI5 (Kebon Jeruk) Jakarta Barat,52,77,34,7,18,21,77,PM25,SEDANG
2021-04-10,DKI5 (Kebon Jeruk) Jakarta Barat,45,77,31,9,24,18,77,PM25,SEDANG
2021-04-11,DKI5 (Kebon Jeruk) Jakarta Barat,46,75,50,9,31,18,75,PM25,SEDANG
2021-04-12,DKI5 (Kebon Jeruk) Jakarta Barat,58,90,30,19,21,31,90,PM25,SEDANG
2021-04-13,DKI5 (Kebon Jeruk) Jakarta Barat,50,78,30,15,30,27,78,PM25,SEDANG
2021-04-14,DKI5 (Kebon Jeruk) Jakarta Barat,48,79,31,12,27,23,79,PM25,SEDANG
2021-04-15,DKI5 (Kebon Jeruk) Jakarta Barat,54,88,23,24,30,42,88,PM25,SEDANG
2021-04-16,DKI5 (Kebon Jeruk) Jakarta Barat,55,88,29,18,23,44,88,PM25,SEDANG
2021-04-17,DKI5 (Kebon Jeruk) Jakarta Barat,67,118,29,16,28,31,118,PM25,TIDAK SEHAT
2021-04-18,DKI5 (Kebon Jeruk) Jakarta Barat,55,93,29,11,32,16,93,PM25,SEDANG
2021-04-19,DKI5 (Kebon Jeruk) Jakarta Barat,62,108,32,13,32,19,108,PM25,TIDAK SEHAT
2021-04-20,DKI5 (Kebon Jeruk) Jakarta Barat,51,88,32,9,28,20,88,PM25,SEDANG
2021-04-21,DKI5 (Kebon Jeruk) Jakarta Barat,62,105,25,15,25,25,105,PM25,TIDAK SEHAT
2021-04-22,DKI5 (Kebon Jeruk) Jakarta Barat,56,96,26,9,39,17,96,PM25,SEDANG
2021-04-23,DKI5 (Kebon Jeruk) Jakarta Barat,66,111,26,12,33,22,111,PM25,TIDAK SEHAT
2021-04-24,DKI5 (Kebon Jeruk) Jakarta Barat,60,99,29,12,37,24,99,PM25,SEDANG
2021-04-25,DKI5 (Kebon Jeruk) Jakarta Barat,58,97,23,12,27,19,97,PM25,SEDANG
2021-04-26,DKI5 (Kebon Jeruk) Jakarta Barat,52,82,28,10,26,19,82,PM25,SEDANG
2021-04-27,DKI5 (Kebon Jeruk) Jakarta Barat,56,95,33,9,28,18,95,PM25,SEDANG
2021-04-28,DKI5 (Kebon Jeruk) Jakarta Barat,49,81,21,10,26,22,81,PM25,SEDANG
2021-04-29,DKI5 (Kebon Jeruk) Jakarta Barat,43,73,22,14,26,25,73,PM25,SEDANG
2021-04-30,DKI5 (Kebon Jeruk) Jakarta Barat,52,83,23,12,28,23,83,PM25,SEDANG
