tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-01-26,DKI3 (Jagakarsa),54,79,18,15,50,7,79,PM25,SEDANG
2021-01-27,DKI3 (Jagakarsa),33,37,17,5,30,4,37,PM25,BAIK
2021-01-28,DKI3 (Jagakarsa),26,49,16,9,26,5,49,PM25,BAIK
2021-01-29,DKI3 (Jagakarsa),28,16,17,9,48,4,48,O3,BAIK
2021-01-30,DKI3 (Jagakarsa),46,13,16,10,41,4,46,PM10,BAIK
2021-01-31,DKI3 (Jagakarsa),38,13,17,7,39,---,39,O3,BAIK
2021-01-01,DKI4 (Lubang Buaya),41,,37,14,35,4,41,PM10,BAIK
2021-01-02,DKI4 (Lubang Buaya),44,,38,38,59,3,59,CO,SEDANG
2021-01-03,DKI4 (Lubang Buaya),50,,37,16,52,5,52,CO,SEDANG
2021-01-04,DKI4 (Lubang Buaya),45,,36,16,24,3,45,PM10,BAIK
2021-01-05,DKI4 (Lubang Buaya),52,,36,15,35,8,52,PM10,SEDANG
2021-01-06,DKI4 (Lubang Buaya),73,,32,29,66,6,73,PM10,SEDANG
2021-01-07,DKI4 (Lubang Buaya),36,,30,19,55,5,55,CO,SEDANG
2021-01-08,DKI4 (Lubang Buaya),36,,31,23,51,6,51,CO,SEDANG
2021-01-09,DKI4 (Lubang Buaya),60,,30,34,42,6,60,PM10,SEDANG
2021-01-10,DKI4 (Lubang Buaya),14,,28,9,38,3,38,CO,BAIK
2021-01-11,DKI4 (Lubang Buaya),51,,29,17,57,4,57,CO,SEDANG
2021-01-12,DKI4 (Lubang Buaya),23,,28,11,44,4,44,CO,BAIK
2021-01-13,DKI4 (Lubang Buaya),36,,27,8,32,3,36,PM10,BAIK
2021-01-14,DKI4 (Lubang Buaya),35,,28,13,38,5,38,CO,BAIK
2021-01-15,DKI4 (Lubang Buaya),51,,26,20,56,5,56,CO,SEDANG
2021-01-16,DKI4 (Lubang Buaya),47,,27,18,38,7,47,PM10,BAIK
2021-01-17,DKI4 (Lubang Buaya),52,,28,12,41,8,52,PM10,SEDANG
2021-01-18,DKI4 (Lubang Buaya),34,,28,10,37,4,37,CO,BAIK
2021-01-19,DKI4 (Lubang Buaya),25,,26,12,31,7,31,CO,BAIK
2021-01-20,DKI4 (Lubang Buaya),54,,25,16,33,8,54,PM10,SEDANG
2021-01-21,DKI4 (Lubang Buaya),63,,25,21,38,7,63,PM10,SEDANG
2021-01-22,DKI4 (Lubang Buaya),52,,26,32,54,8,54,CO,SEDANG
2021-01-23,DKI4 (Lubang Buaya),89,,27,47,61,11,89,PM10,SEDANG
2021-01-24,DKI4 (Lubang Buaya),---,,---,---,---,---,0,,TIDAK ADA DATA
2021-01-25,DKI4 (Lubang Buaya),---,,---,---,---,---,0,,TIDAK ADA DATA
2021-01-26,DKI4 (Lubang Buaya),57,,26,34,39,7,57,PM10,SEDANG
2021-01-27,DKI4 (Lubang Buaya),18,,25,7,19,4,25,PM25,BAIK
2021-01-28,DKI4 (Lubang Buaya),23,,25,11,20,5,25,PM25,BAIK
2021-01-29,DKI4 (Lubang Buaya),27,,26,9,36,4,36,CO,BAIK
2021-01-30,DKI4 (Lubang Buaya),21,,26,16,32,6,32,CO,BAIK
2021-01-31,DKI4 (Lubang Buaya),---,,---,17,---,---,17,SO2,BAIK
2021-01-01,DKI5 (Kebon Jeruk) Jakarta Barat,37,,20,12,25,4,37,PM10,BAIK
2021-01-02,DKI5 (Kebon Jeruk) Jakarta Barat,33,,18,20,64,6,64,CO,SEDANG
2021-01-03,DKI5 (Kebon Jeruk) Jakarta Barat,42,,15,10,62,3,62,CO,SEDANG
2021-01-04,DKI5 (Kebon Jeruk) Jakarta Barat,27,,14,7,31,4,31,CO,BAIK
2021-01-05,DKI5 (Kebon Jeruk) Jakarta Barat,41,,15,9,28,---,41,PM10,BAIK
2021-01-06,DKI5 (Kebon Jeruk) Jakarta Barat,33,,12,19,46,---,46,CO,BAIK
2021-01-07,DKI5 (Kebon Jeruk) Jakarta Barat,27,,13,11,36,---,36,CO,BAIK
2021-01-08,DKI5 (Kebon Jeruk) Jakarta Barat,36,,18,19,28,---,36,PM10,BAIK
2021-01-09,DKI5 (Kebon Jeruk) Jakarta Barat,46,,17,26,27,12,46,PM10,BAIK
2021-01-10,DKI5 (Kebon Jeruk) Jakarta Barat,19,,20,8,34,5,34,CO,BAIK
2021-01-11,DKI5 (Kebon Jeruk) Jakarta Barat,33,,21,10,34,9,34,CO,BAIK
2021-01-12,DKI5 (Kebon Jeruk) Jakarta Barat,25,,22,6,38,6,38,CO,BAIK
2021-01-13,DKI5 (Kebon Jeruk) Jakarta Barat,25,,20,5,27,9,27,CO,BAIK
2021-01-14,DKI5 (Kebon Jeruk) Jakarta Barat,32,,17,8,36,7,36,CO,BAIK
2021-01-15,DKI5 (Kebon Jeruk) Jakarta Barat,52,,15,15,41,7,52,PM10,SEDANG
2021-01-16,DKI5 (Kebon Jeruk) Jakarta Barat,---,,18,12,37,8,37,CO,BAIK
2021-01-17,DKI5 (Kebon Jeruk) Jakarta Barat,---,,20,15,32,9,32,CO,BAIK
2021-01-18,DKI5 (Kebon Jeruk) Jakarta Barat,---,,22,8,31,4,31,CO,BAIK
2021-01-19,DKI5 (Kebon Jeruk) Jakarta Barat,29,,14,6,35,5,35,CO,BAIK
2021-01-20,DKI5 (Kebon Jeruk) Jakarta Barat,30,,15,7,33,---,33,CO,BAIK
2021-01-21,DKI5 (Kebon Jeruk) Jakarta Barat,43,,16,15,37,8,43,PM10,BAIK
2021-01-22,DKI5 (Kebon Jeruk) Jakarta Barat,45,,21,13,40,15,45,PM10,BAIK
2021-01-23,DKI5 (Kebon Jeruk) Jakarta Barat,80,,22,44,44,22,80,PM10,SEDANG
2021-01-24,DKI5 (Kebon Jeruk) Jakarta Barat,27,,14,9,29,---,29,CO,BAIK
2021-01-25,DKI5 (Kebon Jeruk) Jakarta Barat,55,,19,29,67,13,67,CO,SEDANG
2021-01-26,DKI5 (Kebon Jeruk) Jakarta Barat,57,,21,23,36,16,57,PM10,SEDANG
2021-01-27,DKI5 (Kebon Jeruk) Jakarta Barat,15,,16,5,20,---,20,CO,BAIK
2021-01-28,DKI5 (Kebon Jeruk) Jakarta Barat,28,,19,11,28,---,28,PM10,BAIK
2021-01-29,DKI5 (Kebon Jeruk) Jakarta Barat,30,,22,10,32,11,32,CO,BAIK
2021-01-30,DKI5 (Kebon Jeruk) Jakarta Barat,24,,17,8,27,10,27,CO,BAIK
2021-01-31,DKI5 (Kebon Jeruk) Jakarta Barat,41,,17,19,29,8,41,PM10,BAIK
