tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-03-03,DKI4 (Lubang Buaya),52,---,41,19,31,14,52,PM10,SEDANG
2021-03-04,DKI4 (Lubang Buaya),62,103,40,19,33,11,103,PM25,TIDAK SEHAT
2021-03-05,DKI4 (Lubang Buaya),51,79,40,14,32,13,79,PM25,SEDANG
2021-03-06,DKI4 (Lubang Buaya),61,95,40,22,32,13,95,PM25,SEDANG
2021-03-07,DKI4 (Lubang Buaya),60,102,41,23,34,14,102,PM25,TIDAK SEHAT
2021-03-08,DKI4 (Lubang Buaya),58,81,40,16,19,6,81,PM25,SEDANG
2021-03-09,DKI4 (Lubang Buaya),24,55,41,10,18,8,55,PM25,SEDANG
2021-03-10,DKI4 (Lubang Buaya),56,89,40,21,21,12,89,PM25,SEDANG
2021-03-11,DKI4 (Lubang Buaya),28,53,39,9,25,9,53,PM25,SEDANG
2021-03-12,DKI4 (Lubang Buaya),53,83,41,19,22,13,83,PM25,SEDANG
2021-03-13,DKI4 (Lubang Buaya),37,69,41,10,20,9,69,PM25,SEDANG
2021-03-14,DKI4 (Lubang Buaya),40,68,41,16,14,9,68,PM25,SEDANG
2021-03-15,DKI4 (Lubang Buaya),37,77,42,14,24,12,77,PM25,SEDANG
2021-03-16,DKI4 (Lubang Buaya),57,101,46,13,37,18,101,PM25,TIDAK SEHAT
2021-03-17,DKI4 (Lubang Buaya),68,123,43,20,37,14,123,PM25,TIDAK SEHAT
2021-03-18,DKI4 (Lubang Buaya),68,125,45,16,37,22,125,PM25,TIDAK SEHAT
2021-03-19,DKI4 (Lubang Buaya),57,91,42,12,42,15,91,PM25,SEDANG
2021-03-20,DKI4 (Lubang Buaya),55,98,44,12,38,18,98,PM25,SEDANG
2021-03-21,DKI4 (Lubang Buaya),57,85,41,16,22,17,85,PM25,SEDANG
2021-03-22,DKI4 (Lubang Buaya),52,78,41,15,20,11,78,PM25,SEDANG
2021-03-23,DKI4 (Lubang Buaya),38,62,41,8,12,7,62,PM25,SEDANG
2021-03-24,DKI4 (Lubang Buaya),30,55,40,7,13,9,55,PM25,SEDANG
2021-03-25,DKI4 (Lubang Buaya),36,68,41,8,19,12,68,PM25,SEDANG
2021-03-26,DKI4 (Lubang Buaya),52,83,42,17,31,16,83,PM25,SEDANG
2021-03-27,DKI4 (Lubang Buaya),58,91,43,13,35,20,91,PM25,SEDANG
2021-03-28,DKI4 (Lubang Buaya),50,75,41,14,37,16,75,PM25,SEDANG
2021-03-29,DKI4 (Lubang Buaya),54,84,41,18,35,19,84,PM25,SEDANG
2021-03-30,DKI4 (Lubang Buaya),41,76,42,14,21,25,76,PM25,SEDANG
2021-03-31,DKI4 (Lubang Buaya),48,69,43,12,25,18,69,PM25,SEDANG
2021-03-01,DKI5 (Kebon Jeruk) Jakarta Barat,29,60,23,7,16,12,60,PM25,SEDANG
2021-03-02,DKI5 (Kebon Jeruk) Jakarta Barat,35,65,23,11,22,17,65,PM25,SEDANG
2021-03-03,DKI5 (Kebon Jeruk) Jakarta Barat,49,79,24,13,20,21,79,PM25,SEDANG
2021-03-04,DKI5 (Kebon Jeruk) Jakarta Barat,---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-03-05,DKI5 (Kebon Jeruk) Jakarta Barat,43,75,26,14,20,28,75,PM25,SEDANG
2021-03-06,DKI5 (Kebon Jeruk) Jakarta Barat,53,88,25,25,16,42,88,PM25,SEDANG
2021-03-07,DKI5 (Kebon Jeruk) Jakarta Barat,59,103,30,18,22,26,103,PM25,TIDAK SEHAT
2021-03-08,DKI5 (Kebon Jeruk) Jakarta Barat,45,67,27,12,11,22,67,PM25,SEDANG
2021-03-09,DKI5 (Kebon Jeruk) Jakarta Barat,35,62,31,7,12,16,62,PM25,SEDANG
2021-03-10,DKI5 (Kebon Jeruk) Jakarta Barat,53,91,27,21,17,39,91,PM25,SEDANG
2021-03-11,DKI5 (Kebon Jeruk) Jakarta Barat,---,41,20,5,22,8,41,PM25,BAIK
2021-03-12,DKI5 (Kebon Jeruk) Jakarta Barat,---,70,32,10,20,17,70,PM25,SEDANG
2021-03-13,DKI5 (Kebon Jeruk) Jakarta Barat,35,62,33,6,19,10,62,PM25,SEDANG
2021-03-14,DKI5 (Kebon Jeruk) Jakarta Barat,44,72,27,11,13,21,72,PM25,SEDANG
2021-03-15,DKI5 (Kebon Jeruk) Jakarta Barat,55,92,34,17,18,33,92,PM25,SEDANG
2021-03-16,DKI5 (Kebon Jeruk) Jakarta Barat,54,87,40,11,28,18,87,PM25,SEDANG
2021-03-17,DKI5 (Kebon Jeruk) Jakarta Barat,65,117,31,17,28,32,117,PM25,TIDAK SEHAT
2021-03-18,DKI5 (Kebon Jeruk) Jakarta Barat,62,107,40,11,34,17,107,PM25,TIDAK SEHAT
2021-03-19,DKI5 (Kebon Jeruk) Jakarta Barat,58,96,35,10,33,16,96,PM25,SEDANG
2021-03-20,DKI5 (Kebon Jeruk) Jakarta Barat,56,89,32,9,22,17,89,PM25,SEDANG
2021-03-21,DKI5 (Kebon Jeruk) Jakarta Barat,37,62,24,6,17,9,62,PM25,SEDANG
2021-03-22,DKI5 (Kebon Jeruk) Jakarta Barat,38,67,23,7,14,10,67,PM25,SEDANG
2021-03-23,DKI5 (Kebon Jeruk) Jakarta Barat,35,59,25,6,11,14,59,PM25,SEDANG
2021-03-24,DKI5 (Kebon Jeruk) Jakarta Barat,26,52,21,4,13,6,52,PM25,SEDANG
2021-03-25,DKI5 (Kebon Jeruk) Jakarta Barat,23,53,23,4,21,5,53,PM25,SEDANG
2021-03-26,DKI5 (Kebon Jeruk) Jakarta Barat,48,79,24,10,23,19,79,PM25,SEDANG
2021-03-27,DKI5 (Kebon Jeruk) Jakarta Barat,51,83,38,12,24,23,83,PM25,SEDANG
2021-03-28,DKI5 (Kebon Jeruk) Jakarta Barat,50,78,22,12,34,19,78,PM25,SEDANG
2021-03-29,DKI5 (Kebon Jeruk) Jakarta Barat,54,91,21,17,29,26,91,PM25,SEDANG
2021-03-30,DKI5 (Kebon Jeruk) Jakarta Barat,44,72,35,8,18,18,72,PM25,SEDANG
2021-03-31,DKI5 (Kebon Jeruk) Jakarta Barat,40,62,25,7,16,15,62,PM25,SEDANG
