tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-08-20,DKI2 (Kelapa Gading),73,97,55,12,34,30,97,PM25,SEDANG
2021-08-21,DKI2 (Kelapa Gading),60,87,51,10,29,21,87,PM25,SEDANG
2021-08-22,DKI2 (Kelapa Gading),71,100,52,13,25,26,100,PM25,SEDANG
2021-08-23,DKI2 (Kelapa Gading),63,86,52,9,33,13,86,PM25,SEDANG
2021-08-24,DKI2 (Kelapa Gading),69,101,52,9,41,18,101,PM25,TIDAK SEHAT
2021-08-25,DKI2 (Kelapa Gading),69,98,51,11,38,24,98,PM25,SEDANG
2021-08-26,DKI2 (Kelapa Gading),61,84,51,9,26,18,84,PM25,SEDANG
2021-08-27,DKI2 (Kelapa Gading),63,90,52,10,32,21,90,PM25,SEDANG
2021-08-28,DKI2 (Kelapa Gading),76,104,51,10,41,22,104,PM25,TIDAK SEHAT
2021-08-29,DKI2 (Kelapa Gading),68,97,52,10,30,16,97,PM25,SEDANG
2021-08-30,DKI2 (Kelapa Gading),79,110,52,12,38,29,110,PM25,TIDAK SEHAT
2021-08-31,DKI2 (Kelapa Gading),74,96,51,10,48,19,96,PM25,SEDANG
2021-08-01,DKI3 (Jagakarsa),51,66,44,9,31,11,66,PM25,SEDANG
2021-08-02,DKI3 (Jagakarsa),48,65,47,10,29,12,65,PM25,SEDANG
2021-08-03,DKI3 (Jagakarsa),45,66,48,9,30,13,66,PM25,SEDANG
2021-08-04,DKI3 (Jagakarsa),56,82,51,8,27,14,82,PM25,SEDANG
2021-08-05,DKI3 (Jagakarsa),52,82,51,11,23,15,82,PM25,SEDANG
2021-08-06,DKI3 (Jagakarsa),52,77,42,16,19,18,77,PM25,SEDANG
2021-08-07,DKI3 (Jagakarsa),59,84,45,10,23,14,84,PM25,SEDANG
2021-08-08,DKI3 (Jagakarsa),57,84,47,9,26,13,84,PM25,SEDANG
2021-08-09,DKI3 (Jagakarsa),53,69,45,7,25,10,69,PM25,SEDANG
2021-08-10,DKI3 (Jagakarsa),36,54,41,6,27,12,54,PM25,SEDANG
2021-08-11,DKI3 (Jagakarsa),61,88,44,12,30,14,88,PM25,SEDANG
2021-08-12,DKI3 (Jagakarsa),54,73,46,7,32,11,73,PM25,SEDANG
2021-08-13,DKI3 (Jagakarsa),61,91,46,11,29,16,91,PM25,SEDANG
2021-08-14,DKI3 (Jagakarsa),69,102,45,14,29,16,102,PM25,TIDAK SEHAT
2021-08-15,DKI3 (Jagakarsa),57,84,45,12,22,15,84,PM25,SEDANG
2021-08-16,DKI3 (Jagakarsa),53,79,48,9,24,15,79,PM25,SEDANG
2021-08-17,DKI3 (Jagakarsa),60,88,45,11,30,13,88,PM25,SEDANG
2021-08-18,DKI3 (Jagakarsa),58,86,43,10,35,11,86,PM25,SEDANG
2021-08-19,DKI3 (Jagakarsa),68,104,45,14,27,14,104,PM25,TIDAK SEHAT
2021-08-20,DKI3 (Jagakarsa),57,83,46,10,29,14,83,PM25,SEDANG
2021-08-21,DKI3 (Jagakarsa),53,80,44,10,33,15,80,PM25,SEDANG
2021-08-22,DKI3 (Jagakarsa),58,88,49,14,29,18,88,PM25,SEDANG
2021-08-23,DKI3 (Jagakarsa),66,100,46,13,31,17,100,PM25,SEDANG
2021-08-24,DKI3 (Jagakarsa),66,100,46,11,32,15,100,PM25,SEDANG
2021-08-25,DKI3 (Jagakarsa),57,81,44,10,33,11,81,PM25,SEDANG
2021-08-26,DKI3 (Jagakarsa),54,82,46,9,30,15,82,PM25,SEDANG
2021-08-27,DKI3 (Jagakarsa),62,92,47,9,31,13,92,PM25,SEDANG
2021-08-28,DKI3 (Jagakarsa),63,94,46,10,42,17,94,PM25,SEDANG
2021-08-29,DKI3 (Jagakarsa),67,28,46,12,35,15,67,PM10,SEDANG
2021-08-30,DKI3 (Jagakarsa),87,27,46,16,38,17,87,PM10,SEDANG
2021-08-31,DKI3 (Jagakarsa),64,27,10,19,38,32,64,PM10,SEDANG
2021-08-01,DKI4 (Lubang Buaya),51,86,39,8,30,22,86,PM25,SEDANG
2021-08-02,DKI4 (Lubang Buaya),42,81,38,9,27,20,81,PM25,SEDANG
2021-08-03,DKI4 (Lubang Buaya),55,104,38,12,21,25,104,PM25,TIDAK SEHAT
2021-08-04,DKI4 (Lubang Buaya),51,87,41,7,23,20,87,PM25,SEDANG
2021-08-05,DKI4 (Lubang Buaya),53,90,38,8,21,19,90,PM25,SEDANG
2021-08-06,DKI4 (Lubang Buaya),59,105,37,16,13,21,105,PM25,TIDAK SEHAT
2021-08-07,DKI4 (Lubang Buaya),59,101,38,8,19,18,101,PM25,TIDAK SEHAT
2021-08-08,DKI4 (Lubang Buaya),54,92,40,7,21,17,92,PM25,SEDANG
2021-08-09,DKI4 (Lubang Buaya),48,82,40,6,26,16,82,PM25,SEDANG
2021-08-10,DKI4 (Lubang Buaya),35,68,38,6,30,19,68,PM25,SEDANG
2021-08-11,DKI4 (Lubang Buaya),56,102,39,11,27,23,102,PM25,TIDAK SEHAT
2021-08-12,DKI4 (Lubang Buaya),57,104,40,8,21,20,104,PM25,TIDAK SEHAT
2021-08-13,DKI4 (Lubang Buaya),55,101,40,11,19,25,101,PM25,TIDAK SEHAT
2021-08-14,DKI4 (Lubang Buaya),58,98,41,9,21,21,98,PM25,SEDANG
2021-08-15,DKI4 (Lubang Buaya),63,114,39,11,15,21,114,PM25,TIDAK SEHAT
2021-08-16,DKI4 (Lubang Buaya),55,100,41,8,17,21,100,PM25,SEDANG
2021-08-17,DKI4 (Lubang Buaya),59,103,41,8,24,20,103,PM25,TIDAK SEHAT
2021-08-18,DKI4 (Lubang Buaya),58,97,38,9,30,20,97,PM25,SEDANG
2021-08-19,DKI4 (Lubang Buaya),67,119,42,13,28,28,119,PM25,TIDAK SEHAT
2021-08-20,DKI4 (Lubang Buaya),64,106,40,11,28,23,106,PM25,TIDAK SEHAT
2021-08-21,DKI4 (Lubang Buaya),50,85,39,8,25,21,85,PM25,SEDANG
2021-08-22,DKI4 (Lubang Buaya),74,134,43,14,22,29,134,PM25,TIDAK SEHAT
2021-08-23,DKI4 (Lubang Buaya),63,106,40,10,24,20,106,PM25,TIDAK SEHAT
2021-08-24,DKI4 (Lubang Buaya),61,110,42,11,26,24,110,PM25,TIDAK SEHAT
2021-08-25,DKI4 (Lubang Buaya),62,106,42,9,26,28,106,PM25,TIDAK SEHAT
2021-08-26,DKI4 (Lubang Buaya),53,91,40,7,28,19,91,PM25,SEDANG
2021-08-27,DKI4 (Lubang Buaya),58,105,39,10,28,22,105,PM25,TIDAK SEHAT
2021-08-28,DKI4 (Lubang Buaya),65,123,38,10,36,23,123,PM25,TIDAK SEHAT
2021-08-29,DKI4 (Lubang Buaya),66,122,39,12,28,25,122,PM25,TIDAK SEHAT
2021-08-30,DKI4 (Lubang Buaya),76,140,41,16,30,31,140,PM25,TIDAK SEHAT
2021-08-31,DKI4 (Lubang Buaya),61,109,41,10,32,26,109,PM25,TIDAK SEHAT
2021-08-01,DKI5 (Kebon Jeruk) Jakarta Barat,44,70,30,8,29,11,70,PM25,SEDANG
2021-08-02,DKI5 (Kebon Jeruk) Jakarta Barat,46,75,27,8,27,12,75,PM25,SEDANG
2021-08-03,DKI5 (Kebon Jeruk) Jakarta Barat,53,80,30,9,27,21,80,PM25,SEDANG
2021-08-04,DKI5 (Kebon Jeruk) Jakarta Barat,46,74,33,7,26,18,74,PM25,SEDANG
2021-08-05,DKI5 (Kebon Jeruk) Jakarta Barat,50,78,30,9,17,21,78,PM25,SEDANG
2021-08-06,DKI5 (Kebon Jeruk) Jakarta Barat,57,94,31,20,12,52,94,PM25,SEDANG
2021-08-07,DKI5 (Kebon Jeruk) Jakarta Barat,50,71,37,7,19,18,71,PM25,SEDANG
2021-08-08,DKI5 (Kebon Jeruk) Jakarta Barat,49,73,39,7,23,13,73,PM25,SEDANG
2021-08-09,DKI5 (Kebon Jeruk) Jakarta Barat,45,61,39,4,21,14,61,PM25,SEDANG
2021-08-10,DKI5 (Kebon Jeruk) Jakarta Barat,26,52,27,6,24,14,52,PM25,SEDANG
2021-08-11,DKI5 (Kebon Jeruk) Jakarta Barat,54,92,29,11,25,25,92,PM25,SEDANG
2021-08-12,DKI5 (Kebon Jeruk) Jakarta Barat,54,78,32,7,27,18,78,PM25,SEDANG
2021-08-13,DKI5 (Kebon Jeruk) Jakarta Barat,61,100,33,11,21,32,100,PM25,SEDANG
2021-08-14,DKI5 (Kebon Jeruk) Jakarta Barat,73,116,38,14,26,40,116,PM25,TIDAK SEHAT
2021-08-15,DKI5 (Kebon Jeruk) Jakarta Barat,62,87,33,12,17,30,87,PM25,SEDANG
2021-08-16,DKI5 (Kebon Jeruk) Jakarta Barat,51,74,35,7,22,20,74,PM25,SEDANG
2021-08-17,DKI5 (Kebon Jeruk) Jakarta Barat,59,89,32,8,26,19,89,PM25,SEDANG
2021-08-18,DKI5 (Kebon Jeruk) Jakarta Barat,62,97,28,9,30,17,97,PM25,SEDANG
2021-08-19,DKI5 (Kebon Jeruk) Jakarta Barat,63,106,38,13,26,33,106,PM25,TIDAK SEHAT
2021-08-20,DKI5 (Kebon Jeruk) Jakarta Barat,55,81,39,8,34,27,81,PM25,SEDANG
2021-08-21,DKI5 (Kebon Jeruk) Jakarta Barat,58,89,32,10,31,24,89,PM25,SEDANG
2021-08-22,DKI5 (Kebon Jeruk) Jakarta Barat,62,94,35,12,24,29,94,PM25,SEDANG
2021-08-23,DKI5 (Kebon Jeruk) Jakarta Barat,59,88,31,9,22,22,88,PM25,SEDANG
2021-08-24,DKI5 (Kebon Jeruk) Jakarta Barat,60,97,31,7,32,12,97,PM25,SEDANG
2021-08-25,DKI5 (Kebon Jeruk) Jakarta Barat,63,95,31,10,29,20,95,PM25,SEDANG
2021-08-26,DKI5 (Kebon Jeruk) Jakarta Barat,64,96,32,9,31,14,96,PM25,SEDANG
2021-08-27,DKI5 (Kebon Jeruk) Jakarta Barat,61,96,34,8,29,15,96,PM25,SEDANG
2021-08-28,DKI5 (Kebon Jeruk) Jakarta Barat,63,100,31,8,44,12,100,PM25,SEDANG
2021-08-29,DKI5 (Kebon Jeruk) Jakarta Barat,67,111,32,10,36,13,111,PM25,TIDAK SEHAT
2021-08-30,DKI5 (Kebon Jeruk) Jakarta Barat,83,126,35,16,32,29,126,PM25,TIDAK SEHAT
2021-08-31,DKI5 (Kebon Jeruk) Jakarta Barat,60,92,30,7,32,14,92,PM25,SEDANG
