tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-09-20,DKI2 (Kelapa Gading),58,81,52,11,54,25,81,PM25,SEDANG
2021-09-21,DKI2 (Kelapa Gading),61,85,52,10,58,19,85,PM25,SEDANG
2021-09-22,DKI2 (Kelapa Gading),64,82,54,10,48,22,82,PM25,SEDANG
2021-09-23,DKI2 (Kelapa Gading),61,85,53,8,53,13,85,PM25,SEDANG
2021-09-24,DKI2 (Kelapa Gading),57,76,53,8,47,13,76,PM25,SEDANG
2021-09-25,DKI2 (Kelapa Gading),55,81,52,8,50,13,81,PM25,SEDANG
2021-09-26,DKI2 (Kelapa Gading),56,74,---,7,54,6,74,PM25,SEDANG
2021-09-27,DKI2 (Kelapa Gading),53,77,---,11,47,17,77,PM25,SEDANG
2021-09-28,DKI2 (Kelapa Gading),49,71,---,8,49,13,71,PM25,SEDANG
2021-09-29,DKI2 (Kelapa Gading),54,81,57,10,63,16,81,PM25,SEDANG
2021-09-30,DKI2 (Kelapa Gading),71,105,63,12,63,24,105,PM25,TIDAK SEHAT
2021-09-01,DKI3 (Jagakarsa),57,83,46,13,32,14,83,PM25,SEDANG
2021-09-02,DKI3 (Jagakarsa),65,99,46,15,29,16,99,PM25,SEDANG
2021-09-03,DKI3 (Jagakarsa),56,86,45,9,39,13,86,PM25,SEDANG
2021-09-04,DKI3 (Jagakarsa),53,77,45,9,30,13,77,PM25,SEDANG
2021-09-05,DKI3 (Jagakarsa),61,93,46,11,36,14,93,PM25,SEDANG
2021-09-06,DKI3 (Jagakarsa),73,108,48,13,29,15,108,PM25,TIDAK SEHAT
2021-09-07,DKI3 (Jagakarsa),60,84,48,11,26,15,84,PM25,SEDANG
2021-09-08,DKI3 (Jagakarsa),60,82,48,12,29,15,82,PM25,SEDANG
2021-09-09,DKI3 (Jagakarsa),48,61,46,9,31,12,61,PM25,SEDANG
2021-09-10,DKI3 (Jagakarsa),49,71,49,9,36,15,71,PM25,SEDANG
2021-09-11,DKI3 (Jagakarsa),61,89,50,10,43,16,89,PM25,SEDANG
2021-09-12,DKI3 (Jagakarsa),55,78,47,9,30,13,78,PM25,SEDANG
2021-09-13,DKI3 (Jagakarsa),51,65,47,8,26,11,65,PM25,SEDANG
2021-09-14,DKI3 (Jagakarsa),32,51,46,7,21,11,51,PM25,SEDANG
2021-09-15,DKI3 (Jagakarsa),53,81,50,17,24,22,81,PM25,SEDANG
2021-09-16,DKI3 (Jagakarsa),51,72,50,10,27,15,72,PM25,SEDANG
2021-09-17,DKI3 (Jagakarsa),47,72,49,7,29,13,72,PM25,SEDANG
2021-09-18,DKI3 (Jagakarsa),55,80,50,9,27,15,80,PM25,SEDANG
2021-09-19,DKI3 (Jagakarsa),56,81,48,10,31,12,81,PM25,SEDANG
2021-09-20,DKI3 (Jagakarsa),45,59,49,7,33,10,59,PM25,SEDANG
2021-09-21,DKI3 (Jagakarsa),54,78,50,9,35,15,78,PM25,SEDANG
2021-09-22,DKI3 (Jagakarsa),57,78,49,14,26,18,78,PM25,SEDANG
2021-09-23,DKI3 (Jagakarsa),57,82,51,10,29,16,82,PM25,SEDANG
2021-09-24,DKI3 (Jagakarsa),55,77,52,8,27,15,77,PM25,SEDANG
2021-09-25,DKI3 (Jagakarsa),54,75,50,11,22,16,75,PM25,SEDANG
2021-09-26,DKI3 (Jagakarsa),54,74,50,10,27,13,74,PM25,SEDANG
2021-09-27,DKI3 (Jagakarsa),48,71,49,12,26,16,71,PM25,SEDANG
2021-09-28,DKI3 (Jagakarsa),46,---,49,10,32,13,49,SO2,BAIK
2021-09-29,DKI3 (Jagakarsa),61,26,49,13,31,22,61,PM10,SEDANG
2021-09-30,DKI3 (Jagakarsa),67,27,49,16,40,19,67,PM10,SEDANG
2021-09-01,DKI4 (Lubang Buaya),68,118,40,16,26,27,118,PM25,TIDAK SEHAT
2021-09-02,DKI4 (Lubang Buaya),65,115,39,12,26,25,115,PM25,TIDAK SEHAT
2021-09-03,DKI4 (Lubang Buaya),62,111,42,10,34,23,111,PM25,TIDAK SEHAT
2021-09-04,DKI4 (Lubang Buaya),57,93,42,9,31,19,93,PM25,SEDANG
2021-09-05,DKI4 (Lubang Buaya),69,120,43,12,27,26,120,PM25,TIDAK SEHAT
2021-09-06,DKI4 (Lubang Buaya),62,109,42,9,29,16,109,PM25,TIDAK SEHAT
2021-09-07,DKI4 (Lubang Buaya),56,86,42,8,21,21,86,PM25,SEDANG
2021-09-08,DKI4 (Lubang Buaya),63,106,40,15,29,25,106,PM25,TIDAK SEHAT
2021-09-09,DKI4 (Lubang Buaya),52,82,41,12,27,24,82,PM25,SEDANG
2021-09-10,DKI4 (Lubang Buaya),45,80,42,8,26,19,80,PM25,SEDANG
2021-09-11,DKI4 (Lubang Buaya),59,109,43,10,33,30,109,PM25,TIDAK SEHAT
2021-09-12,DKI4 (Lubang Buaya),63,111,41,10,24,19,111,PM25,TIDAK SEHAT
2021-09-13,DKI4 (Lubang Buaya),54,88,42,7,18,16,88,PM25,SEDANG
2021-09-14,DKI4 (Lubang Buaya),36,61,41,6,19,15,61,PM25,SEDANG
2021-09-15,DKI4 (Lubang Buaya),60,110,42,19,18,23,110,PM25,TIDAK SEHAT
2021-09-16,DKI4 (Lubang Buaya),53,89,42,7,28,15,89,PM25,SEDANG
2021-09-17,DKI4 (Lubang Buaya),50,85,42,6,29,14,85,PM25,SEDANG
2021-09-18,DKI4 (Lubang Buaya),57,101,43,7,23,15,101,PM25,TIDAK SEHAT
2021-09-19,DKI4 (Lubang Buaya),---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-09-20,DKI4 (Lubang Buaya),---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-09-21,DKI4 (Lubang Buaya),---,99,44,9,32,20,99,PM25,SEDANG
2021-09-22,DKI4 (Lubang Buaya),---,119,44,10,22,21,119,PM25,TIDAK SEHAT
2021-09-23,DKI4 (Lubang Buaya),---,116,43,9,24,18,116,PM25,TIDAK SEHAT
2021-09-24,DKI4 (Lubang Buaya),---,109,46,8,21,18,109,PM25,TIDAK SEHAT
2021-09-25,DKI4 (Lubang Buaya),---,102,45,7,26,16,102,PM25,TIDAK SEHAT
2021-09-26,DKI4 (Lubang Buaya),---,98,45,7,33,12,98,PM25,SEDANG
2021-09-27,DKI4 (Lubang Buaya),---,89,42,11,29,19,89,PM25,SEDANG
2021-09-28,DKI4 (Lubang Buaya),---,69,41,6,38,15,69,PM25,SEDANG
2021-09-29,DKI4 (Lubang Buaya),---,102,45,13,38,24,102,PM25,TIDAK SEHAT
2021-09-30,DKI4 (Lubang Buaya),---,117,45,13,40,27,117,PM25,TIDAK SEHAT
2021-09-01,DKI5 (Kebon Jeruk) Jakarta Barat,64,95,30,12,28,26,95,PM25,SEDANG
2021-09-02,DKI5 (Kebon Jeruk) Jakarta Barat,62,101,28,9,25,18,101,PM25,TIDAK SEHAT
2021-09-03,DKI5 (Kebon Jeruk) Jakarta Barat,56,92,7,6,45,9,92,PM25,SEDANG
2021-09-04,DKI5 (Kebon Jeruk) Jakarta Barat,58,84,---,6,37,11,84,PM25,SEDANG
2021-09-05,DKI5 (Kebon Jeruk) Jakarta Barat,57,89,---,7,36,11,89,PM25,SEDANG
2021-09-06,DKI5 (Kebon Jeruk) Jakarta Barat,65,95,---,8,27,13,95,PM25,SEDANG
2021-09-07,DKI5 (Kebon Jeruk) Jakarta Barat,56,77,---,6,19,17,77,PM25,SEDANG
2021-09-08,DKI5 (Kebon Jeruk) Jakarta Barat,51,78,---,8,28,15,78,PM25,SEDANG
2021-09-09,DKI5 (Kebon Jeruk) Jakarta Barat,47,69,---,8,32,15,69,PM25,SEDANG
2021-09-10,DKI5 (Kebon Jeruk) Jakarta Barat,46,73,---,6,39,13,73,PM25,SEDANG
2021-09-11,DKI5 (Kebon Jeruk) Jakarta Barat,60,98,---,8,45,16,98,PM25,SEDANG
2021-09-12,DKI5 (Kebon Jeruk) Jakarta Barat,58,84,---,7,29,12,84,PM25,SEDANG
2021-09-13,DKI5 (Kebon Jeruk) Jakarta Barat,51,70,---,6,20,10,70,PM25,SEDANG
2021-09-14,DKI5 (Kebon Jeruk) Jakarta Barat,26,37,---,3,17,8,37,PM25,BAIK
2021-09-15,DKI5 (Kebon Jeruk) Jakarta Barat,53,79,---,14,22,26,79,PM25,SEDANG
2021-09-16,DKI5 (Kebon Jeruk) Jakarta Barat,38,59,---,4,23,14,59,PM25,SEDANG
2021-09-17,DKI5 (Kebon Jeruk) Jakarta Barat,35,60,---,3,25,12,60,PM25,SEDANG
2021-09-18,DKI5 (Kebon Jeruk) Jakarta Barat,46,69,---,5,27,12,69,PM25,SEDANG
2021-09-19,DKI5 (Kebon Jeruk) Jakarta Barat,53,83,---,7,28,10,83,PM25,SEDANG
2021-09-20,DKI5 (Kebon Jeruk) Jakarta Barat,45,65,---,5,30,10,65,PM25,SEDANG
2021-09-21,DKI5 (Kebon Jeruk) Jakarta Barat,47,77,---,6,34,13,77,PM25,SEDANG
2021-09-22,DKI5 (Kebon Jeruk) Jakarta Barat,53,78,---,7,25,16,78,PM25,SEDANG
2021-09-23,DKI5 (Kebon Jeruk) Jakarta Barat,53,77,---,6,27,14,77,PM25,SEDANG
2021-09-24,DKI5 (Kebon Jeruk) Jakarta Barat,51,73,---,6,20,17,73,PM25,SEDANG
2021-09-25,DKI5 (Kebon Jeruk) Jakarta Barat,45,64,---,4,24,12,64,PM25,SEDANG
2021-09-26,DKI5 (Kebon Jeruk) Jakarta Barat,48,67,---,4,30,9,67,PM25,SEDANG
2021-09-27,DKI5 (Kebon Jeruk) Jakarta Barat,51,78,---,9,22,18,78,PM25,SEDANG
2021-09-28,DKI5 (Kebon Jeruk) Jakarta Barat,42,64,---,5,26,14,64,PM25,SEDANG
2021-09-29,DKI5 (Kebon Jeruk) Jakarta Barat,56,87,---,11,34,19,87,PM25,SEDANG
2021-09-30,DKI5 (Kebon Jeruk) Jakarta Barat,68,108,---,10,46,13,108,PM25,TIDAK SEHAT
