tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-05-22,DKI2 (Kelapa Gading),64,90,62,15,66,28,90,PM25,SEDANG
2021-05-23,DKI2 (Kelapa Gading),73,97,64,18,57,34,97,PM25,SEDANG
2021-05-24,DKI2 (Kelapa Gading),86,116,74,19,72,30,116,PM25,TIDAK SEHAT
2021-05-25,DKI2 (Kelapa Gading),56,64,52,12,66,19,66,O3,SEDANG
2021-05-26,DKI2 (Kelapa Gading),62,83,52,12,64,20,83,PM25,SEDANG
2021-05-27,DKI2 (Kelapa Gading),60,73,52,10,62,13,73,PM25,SEDANG
2021-05-28,DKI2 (Kelapa Gading),66,81,53,11,63,16,81,PM25,SEDANG
2021-05-29,DKI2 (Kelapa Gading),60,76,46,13,66,21,76,PM25,SEDANG
2021-05-30,DKI2 (Kelapa Gading),53,65,55,17,51,28,65,PM25,SEDANG
2021-05-31,DKI2 (Kelapa Gading),62,81,49,14,71,20,81,PM25,SEDANG
2021-05-01,DKI3 (Jagakarsa),66,102,13,15,---,20,102,PM25,TIDAK SEHAT
2021-05-02,DKI3 (Jagakarsa),55,77,13,13,---,17,77,PM25,SEDANG
2021-05-03,DKI3 (Jagakarsa),55,83,12,9,25,16,83,PM25,SEDANG
2021-05-04,DKI3 (Jagakarsa),65,108,13,18,---,19,108,PM25,TIDAK SEHAT
2021-05-05,DKI3 (Jagakarsa),61,102,23,13,35,20,102,PM25,TIDAK SEHAT
2021-05-06,DKI3 (Jagakarsa),39,66,20,9,60,15,66,PM25,SEDANG
2021-05-07,DKI3 (Jagakarsa),39,69,19,15,151,20,151,O3,TIDAK SEHAT
2021-05-08,DKI3 (Jagakarsa),50,76,20,8,71,15,76,PM25,SEDANG
2021-05-09,DKI3 (Jagakarsa),35,58,17,6,47,13,58,PM25,SEDANG
2021-05-10,DKI3 (Jagakarsa),46,76,22,8,66,13,76,PM25,SEDANG
2021-05-11,DKI3 (Jagakarsa),---,89,26,8,34,13,89,PM25,SEDANG
2021-05-12,DKI3 (Jagakarsa),---,96,21,10,29,15,96,PM25,SEDANG
2021-05-13,DKI3 (Jagakarsa),---,94,19,11,25,14,94,PM25,SEDANG
2021-05-14,DKI3 (Jagakarsa),---,77,18,6,26,10,77,PM25,SEDANG
2021-05-15,DKI3 (Jagakarsa),---,79,21,8,33,14,79,PM25,SEDANG
2021-05-16,DKI3 (Jagakarsa),---,68,18,7,29,10,68,PM25,SEDANG
2021-05-17,DKI3 (Jagakarsa),---,65,18,7,24,11,65,PM25,SEDANG
2021-05-18,DKI3 (Jagakarsa),---,58,43,6,25,4,58,PM25,SEDANG
2021-05-19,DKI3 (Jagakarsa),---,86,49,11,29,1,86,PM25,SEDANG
2021-05-20,DKI3 (Jagakarsa),---,81,37,7,29,11,81,PM25,SEDANG
2021-05-21,DKI3 (Jagakarsa),49,74,47,8,26,14,74,PM25,SEDANG
2021-05-22,DKI3 (Jagakarsa),53,73,45,10,25,15,73,PM25,SEDANG
2021-05-23,DKI3 (Jagakarsa),60,85,49,12,31,19,85,PM25,SEDANG
2021-05-24,DKI3 (Jagakarsa),76,112,45,13,---,17,112,PM25,TIDAK SEHAT
2021-05-25,DKI3 (Jagakarsa),51,60,45,7,27,13,60,PM25,SEDANG
2021-05-26,DKI3 (Jagakarsa),58,82,47,8,29,16,82,PM25,SEDANG
2021-05-27,DKI3 (Jagakarsa),51,68,51,5,23,11,68,PM25,SEDANG
2021-05-28,DKI3 (Jagakarsa),62,86,48,8,---,16,86,PM25,SEDANG
2021-05-29,DKI3 (Jagakarsa),58,23,45,8,19,16,58,PM10,SEDANG
2021-05-30,DKI3 (Jagakarsa),44,24,45,9,---,14,45,SO2,BAIK
2021-05-31,DKI3 (Jagakarsa),57,21,9,20,---,37,57,PM10,SEDANG
2021-05-01,DKI4 (Lubang Buaya),58,91,37,---,26,13,91,PM25,SEDANG
2021-05-02,DKI4 (Lubang Buaya),54,89,38,---,22,10,89,PM25,SEDANG
2021-05-03,DKI4 (Lubang Buaya),61,95,39,---,22,12,95,PM25,SEDANG
2021-05-04,DKI4 (Lubang Buaya),74,113,41,15,17,13,113,PM25,TIDAK SEHAT
2021-05-05,DKI4 (Lubang Buaya),73,117,38,20,21,21,117,PM25,TIDAK SEHAT
2021-05-06,DKI4 (Lubang Buaya),54,77,37,7,27,16,77,PM25,SEDANG
2021-05-07,DKI4 (Lubang Buaya),51,78,38,22,25,20,78,PM25,SEDANG
2021-05-08,DKI4 (Lubang Buaya),56,87,39,9,29,15,87,PM25,SEDANG
2021-05-09,DKI4 (Lubang Buaya),46,66,37,6,31,11,66,PM25,SEDANG
2021-05-10,DKI4 (Lubang Buaya),42,73,37,7,31,12,73,PM25,SEDANG
2021-05-11,DKI4 (Lubang Buaya),65,102,38,8,31,11,102,PM25,TIDAK SEHAT
2021-05-12,DKI4 (Lubang Buaya),67,105,37,9,27,11,105,PM25,TIDAK SEHAT
2021-05-13,DKI4 (Lubang Buaya),75,112,36,13,24,13,112,PM25,TIDAK SEHAT
2021-05-14,DKI4 (Lubang Buaya),51,76,38,3,27,8,76,PM25,SEDANG
2021-05-15,DKI4 (Lubang Buaya),62,89,38,---,16,13,89,PM25,SEDANG
2021-05-16,DKI4 (Lubang Buaya),54,92,37,---,25,15,92,PM25,SEDANG
2021-05-17,DKI4 (Lubang Buaya),49,74,37,4,28,17,74,PM25,SEDANG
2021-05-18,DKI4 (Lubang Buaya),39,57,36,---,32,18,57,PM25,SEDANG
2021-05-19,DKI4 (Lubang Buaya),61,99,39,10,25,23,99,PM25,SEDANG
2021-05-20,DKI4 (Lubang Buaya),60,103,36,9,29,19,103,PM25,TIDAK SEHAT
2021-05-21,DKI4 (Lubang Buaya),55,95,37,9,27,20,95,PM25,SEDANG
2021-05-22,DKI4 (Lubang Buaya),53,85,32,---,36,22,85,PM25,SEDANG
2021-05-23,DKI4 (Lubang Buaya),64,107,43,31,30,26,107,PM25,TIDAK SEHAT
2021-05-24,DKI4 (Lubang Buaya),72,118,57,26,33,24,118,PM25,TIDAK SEHAT
2021-05-25,DKI4 (Lubang Buaya),42,68,49,7,37,22,68,PM25,SEDANG
2021-05-26,DKI4 (Lubang Buaya),55,93,38,9,28,20,93,PM25,SEDANG
2021-05-27,DKI4 (Lubang Buaya),50,79,41,6,26,18,79,PM25,SEDANG
2021-05-28,DKI4 (Lubang Buaya),56,93,40,11,26,20,93,PM25,SEDANG
2021-05-29,DKI4 (Lubang Buaya),57,91,40,10,29,26,91,PM25,SEDANG
2021-05-30,DKI4 (Lubang Buaya),47,72,41,15,26,23,72,PM25,SEDANG
2021-05-31,DKI4 (Lubang Buaya),59,93,41,9,37,24,93,PM25,SEDANG
2021-05-01,DKI5 (Kebon Jeruk) Jakarta Barat,47,77,22,9,27,15,77,PM25,SEDANG
2021-05-02,DKI5 (Kebon Jeruk) Jakarta Barat,41,69,29,7,23,11,69,PM25,SEDANG
2021-05-03,DKI5 (Kebon Jeruk) Jakarta Barat,42,69,34,7,25,12,69,PM25,SEDANG
2021-05-04,DKI5 (Kebon Jeruk) Jakarta Barat,50,77,40,10,19,24,77,PM25,SEDANG
2021-05-05,DKI5 (Kebon Jeruk) Jakarta Barat,54,90,25,14,21,25,90,PM25,SEDANG
2021-05-06,DKI5 (Kebon Jeruk) Jakarta Barat,37,67,19,11,29,20,67,PM25,SEDANG
2021-05-07,DKI5 (Kebon Jeruk) Jakarta Barat,50,82,21,20,31,32,82,PM25,SEDANG
2021-05-08,DKI5 (Kebon Jeruk) Jakarta Barat,43,74,21,8,30,14,74,PM25,SEDANG
2021-05-09,DKI5 (Kebon Jeruk) Jakarta Barat,33,58,17,6,38,6,58,PM25,SEDANG
2021-05-10,DKI5 (Kebon Jeruk) Jakarta Barat,40,72,23,8,38,8,72,PM25,SEDANG
2021-05-11,DKI5 (Kebon Jeruk) Jakarta Barat,53,89,29,9,38,13,89,PM25,SEDANG
2021-05-12,DKI5 (Kebon Jeruk) Jakarta Barat,50,83,27,8,36,10,83,PM25,SEDANG
2021-05-13,DKI5 (Kebon Jeruk) Jakarta Barat,65,115,25,14,31,13,115,PM25,TIDAK SEHAT
2021-05-14,DKI5 (Kebon Jeruk) Jakarta Barat,51,81,25,7,32,6,81,PM25,SEDANG
2021-05-15,DKI5 (Kebon Jeruk) Jakarta Barat,51,81,24,10,25,13,81,PM25,SEDANG
2021-05-16,DKI5 (Kebon Jeruk) Jakarta Barat,39,69,23,8,28,8,69,PM25,SEDANG
2021-05-17,DKI5 (Kebon Jeruk) Jakarta Barat,45,75,22,10,29,13,75,PM25,SEDANG
2021-05-18,DKI5 (Kebon Jeruk) Jakarta Barat,30,56,24,7,39,12,56,PM25,SEDANG
2021-05-19,DKI5 (Kebon Jeruk) Jakarta Barat,51,82,22,15,26,24,82,PM25,SEDANG
2021-05-20,DKI5 (Kebon Jeruk) Jakarta Barat,51,87,26,8,28,16,87,PM25,SEDANG
2021-05-21,DKI5 (Kebon Jeruk) Jakarta Barat,50,84,25,13,26,24,84,PM25,SEDANG
2021-05-22,DKI5 (Kebon Jeruk) Jakarta Barat,52,90,21,14,30,21,90,PM25,SEDANG
2021-05-23,DKI5 (Kebon Jeruk) Jakarta Barat,63,109,24,23,27,40,109,PM25,TIDAK SEHAT
2021-05-24,DKI5 (Kebon Jeruk) Jakarta Barat,64,108,25,17,30,25,108,PM25,TIDAK SEHAT
2021-05-25,DKI5 (Kebon Jeruk) Jakarta Barat,44,70,24,9,30,22,70,PM25,SEDANG
2021-05-26,DKI5 (Kebon Jeruk) Jakarta Barat,48,79,34,7,24,17,79,PM25,SEDANG
2021-05-27,DKI5 (Kebon Jeruk) Jakarta Barat,34,61,32,5,20,11,61,PM25,SEDANG
2021-05-28,DKI5 (Kebon Jeruk) Jakarta Barat,49,77,37,8,20,19,77,PM25,SEDANG
2021-05-29,DKI5 (Kebon Jeruk) Jakarta Barat,54,88,37,11,19,29,88,PM25,SEDANG
2021-05-30,DKI5 (Kebon Jeruk) Jakarta Barat,46,66,24,15,18,29,66,PM25,SEDANG
2021-05-31,DKI5 (Kebon Jeruk) Jakarta Barat,52,82,21,11,27,18,82,PM25,SEDANG
